Series Name	Series Code	Country Name	Country Code	2019 [YR2019]	2020 [YR2020]	2021 [YR2021]	2022 [YR2022]	2023 [YR2023]
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Post-demographic dividend	PST	10.9799993020778	10.6815998019372	10.7572204200367	10.286469340693	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Pre-demographic dividend	PRE	108.752291259702	107.136612179928	105.951157311453	104.271167463459	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Puerto Rico	PRI	21.856	18.962	18.926	17.705	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Qatar	QAT	7.549	7.696	7.069	6.896	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Romania	ROU	37.09	36.763	36.376	35.423	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Russian Federation	RUS	14.95	14.833	14.988	14.471	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Rwanda	RWA	32.702	32.333	32.444	32.248	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Samoa	WSM	45.195	44.192	43.589	43.766	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	San Marino	SMR	3.489	3.655	3.751	3.65	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sao Tome and Principe	STP	82.123	81.252	79.418	77.367	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Saudi Arabia	SAU	12.034	12.032	11.937	11.577	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Senegal	SEN	68.488	67.617	66.454	64.613	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Serbia	SRB	13.807	14.5	14.897	14.356	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Seychelles	SYC	55.738	54.356	53.444	52.121	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sierra Leone	SLE	106.727	103.487	100.905	97.943	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Singapore	SGP	2.512	2.599	2.623	2.462	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sint Maarten (Dutch part)	SXM	24.258	24.846	24.994	24.52	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Slovak Republic	SVK	26.881	26.347	26.307	26.623	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Slovenia	SVN	4.458	4.387	4.478	4.365	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Small states	SST	37.2441260278181	36.5980923307695	36.2413118745822	35.5042783555288	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Solomon Islands	SLB	61.363	60.728	60.251	59.426	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Somalia	SOM	121.126	119.081	117.994	116.067	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	South Africa	ZAF	64.982	62.742	61.206	60.891	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	South Asia	SAS	29.694274326785	29.1475167442276	28.8952522409104	27.8511499620514	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	South Asia (IDA & IBRD)	TSA	29.694274326785	29.1475167442276	28.8952522409104	27.8511499620514	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	South Sudan	SSD	98.79	99.177	99.199	97.418	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Spain	ESP	5.941	5.979	6.281	6.349	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sri Lanka	LKA	15.957	15.854	15.65	15.355	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	St. Kitts and Nevis	KNA	40.289	39.388	38.154	36.756	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	St. Lucia	LCA	38.493	37.408	36.918	36.264	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	St. Martin (French part)	MAF	15.714	15.221	14.909	14.379	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	St. Vincent and the Grenadines	VCT	49.592	48.417	47.871	46.51	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sub-Saharan Africa	SSF	102.98319789389	101.509538819516	100.365247708965	98.7234155145699	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sub-Saharan Africa (excluding high income)	SSA	102.985636472431	101.511927329605	100.367601154929	98.7262050963317	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sub-Saharan Africa (IDA & IBRD countries)	TSS	102.98319789389	101.509538819516	100.365247708965	98.7234155145699	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sudan	SDN	84.673	82.208	79.908	77.58	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Suriname	SUR	56.966	56.028	56.137	55.223	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Sweden	SWE	3.432	3.325	3.345	3.312	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Switzerland	CHE	2.185	2.194	2.212	2.2	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Syrian Arab Republic	SYR	38.818	38.625	38.72	38.129	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Tajikistan	TJK	47.841	46.589	45.427	44.923	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Tanzania	TZA	126.38	124.482	123.652	123.44	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Thailand	THA	33.628	33.224	32.744	31.585	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Timor-Leste	TLS	35.208	34.557	33.877	33.265	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Togo	TGO	79.621	78.994	77.88	77.034	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Tonga	TON	19.502	19.098	18.965	19.245	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Trinidad and Tobago	TTO	39.109	38.57	38.132	37.73	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Tunisia	TUN	7.072	6.807	6.685	6.632	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Turkiye	TUR	19.29	17.74	16.884	15.656	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Turkmenistan	TKM	23.304	22.52	21.769	21.184	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Turks and Caicos Islands	TCA	17.137	17.15	17.148	16.551	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Tuvalu	TUV	33.234	33.603	33.085	31.678	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Uganda	UGA	112.081	109.579	107.938	105.679	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Ukraine	UKR	16.547	15.323	15.642	15.175	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	United Arab Emirates	ARE	3.825	3.077	3.085	2.844	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	United Kingdom	GBR	11.342	10.645	10.541	9.985	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	United States	USA	16.414	15.83	15.966	15.119	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Upper middle income	UMC	30.8127708271355	29.2760779738212	28.3332046852037	27.7745086480889	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Uruguay	URY	38.377	35.927	36.226	35.196	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Uzbekistan	UZB	17.452	16.479	15.859	15.693	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Vanuatu	VUT	65.864	64.857	64.063	63.164	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Venezuela, RB	VEN	85.343	84.075	82.715	82.006	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Viet Nam	VNM	34.703	34.709	34.6	34.992	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Virgin Islands (U.S.)	VIR	31.85	31.396	31.244	29.905	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	West Bank and Gaza	PSE	45.982	44.531	43.469	42.901	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	World	WLD	43.3735983123957	42.7458770019565	42.4781626792666	41.8825411011635	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Yemen, Rep.	YEM	57.83	56.16	54.404	52.497	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Zambia	ZMB	122.836	119.009	117.017	116.091	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Zimbabwe	ZWE	97.354	96.18	94.312	92.566	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Afghanistan	AFG	11000	12000	12000	12000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Africa Eastern and Southern	AFE	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Africa Western and Central	AFW	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Albania	ALB	1400	1400	1400	1500	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Algeria	DZA	23000	24000	26000	28000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	American Samoa	ASM	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Andorra	AND	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Angola	AGO	310000	310000	310000	310000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Antigua and Barbuda	ATG	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Arab World	ARB	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Argentina	ARG	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Armenia	ARM	4800	5200	5500	5900	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Aruba	ABW	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Australia	AUS	29000	29000	29000	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Austria	AUT	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Azerbaijan	AZE	9600	9900	10000	11000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bahamas, The	BHS	4100	4000	4000	3900	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bahrain	BHR	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bangladesh	BGD	14000	15000	15000	16000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Barbados	BRB	2200	2200	2200	2200	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Belarus	BLR	26000	26000	27000	27000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Belgium	BEL	18000	19000	19000	19000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Belize	BLZ	3600	3600	3700	3700	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Benin	BEN	75000	74000	73000	72000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bermuda	BMU	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bhutan	BTN	1000	1100	1100	1100	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bolivia	BOL	26000	27000	28000	30000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bosnia and Herzegovina	BIH	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Botswana	BWA	350000	350000	350000	340000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Brazil	BRA	900000	930000	960000	990000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	British Virgin Islands	VGB	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Brunei Darussalam	BRN	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Bulgaria	BGR	3200	3300	3400	3600	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Burkina Faso	BFA	100000	100000	99000	97000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Burundi	BDI	83000	82000	81000	80000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Cabo Verde	CPV	3300	3400	3500	3600	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Cambodia	KHM	77000	76000	76000	76000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Cameroon	CMR	490000	490000	480000	480000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Canada	CAN	62000	63000	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Caribbean small states	CSS	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Cayman Islands	CYM	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Central African Republic	CAF	120000	120000	120000	120000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Central Europe and the Baltics	CEB	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Chad	TCD	120000	120000	120000	120000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Channel Islands	CHI	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Chile	CHL	68000	73000	78000	83000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	China	CHN	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Colombia	COL	170000	180000	180000	190000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Comoros	COM	200	200	200	200	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Congo, Dem. Rep.	COD	490000	490000	490000	490000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Congo, Rep.	COG	130000	130000	140000	140000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Costa Rica	CRI	15000	16000	16000	17000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Cote d'Ivoire	CIV	430000	420000	410000	410000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Croatia	HRV	1600	1700	1700	1800	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Cuba	CUB	38000	39000	41000	42000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Curacao	CUW	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Cyprus	CYP	1300	1300	1400	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Czechia	CZE	3500	3600	3800	3900	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Denmark	DNK	6800	6900	6900	6900	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Djibouti	DJI	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Dominica	DMA	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Dominican Republic	DOM	74000	76000	78000	79000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Early-demographic dividend	EAR	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	East Asia & Pacific	EAS	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	East Asia & Pacific (excluding high income)	EAP	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	East Asia & Pacific (IDA & IBRD countries)	TEA	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Ecuador	ECU	43000	45000	46000	48000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Egypt, Arab Rep.	EGY	23000	26000	30000	34000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	El Salvador	SLV	22000	22000	23000	23000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Equatorial Guinea	GNQ	66000	68000	70000	72000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Eritrea	ERI	13000	13000	13000	12000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Estonia	EST	7200	7300	7300	7300	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Eswatini	SWZ	230000	230000	230000	220000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Ethiopia	ETH	630000	620000	620000	610000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Euro area	EMU	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Europe & Central Asia	ECS	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Europe & Central Asia (excluding high income)	ECA	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Europe & Central Asia (IDA & IBRD countries)	TEC	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	European Union	EUU	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Faroe Islands	FRO	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Fiji	FJI	1400	1600	1800	2000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Finland	FIN	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Fragile and conflict affected situations	FCS	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	France	FRA	190000	190000	200000	200000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	French Polynesia	PYF	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Gabon	GAB	49000	49000	49000	49000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Gambia, The	GMB	26000	26000	26000	26000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Georgia	GEO	7400	7800	8100	8500	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Germany	DEU	87000	89000	91000	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Ghana	GHA	340000	350000	350000	350000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Gibraltar	GIB	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Greece	GRC	16000	16000	17000	17000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Greenland	GRL	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Grenada	GRD	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Guam	GUM	..	..	..	..	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Guatemala	GTM	30000	30000	31000	31000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Guinea	GIN	120000	120000	120000	130000	..
Adults (ages 15+) and children (0-14 years) living with HIV	SH.HIV.TOTL	Guinea-Bissau	GNB	35000	35000	35000	34000	..
